889,889,889,889,889,889,889,889,889,944,889,889,889,889,889,889,889,889,889
889,889,889,889,889,889,889,889,889,944,889,889,889,889,889,889,889,889,889
889,889,889,889,889,889,889,889,889,944,889,889,889,889,889,889,889,889,889
889,1000,889,889,889,889,889,889,889,944,889,889,889,889,889,889,889,889,889
964,1008,999,889,889,889,889,889,889,944,889,889,889,889,889,889,889,889,889
964,973,973,999,1000,889,889,889,889,1016,889,889,889,889,889,889,889,889,889
889,927,1002,1008,1007,889,889,889,889,889,889,889,889,889,889,889,889,889,889
889,889,927,973,973,962,889,888,889,889,889,889,889,889,889,889,889,889,889
889,889,889,926,926,889,889,889,889,889,889,889,889,889,889,889,889,889,889
889,889,889,889,889,889,889,889,889,889,889,889,889,889,889,889,889,889,889
889,889,889,889,889,889,889,889,889,889,889,889,889,889,889,889,889,889,889
889,889,889,889,889,889,889,889,889,889,889,889,889,889,889,889,889,889,889
889,889,889,889,889,889,889,889,889,889,889,889,889,889,889,889,889,889,889
