512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512
512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512
512,512,-1,-1,-1,487,488,-1,-1,-1,472,463,464,466,471,512,512,512,512
512,512,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,512,512,512,512
512,512,241,-1,-1,489,494,490,-1,-1,-1,-1,-1,-1,-1,512,512,512,512
512,512,268,-1,-1,493,497,495,-1,-1,-1,-1,-1,-1,-1,512,512,512,512
512,512,-1,-1,-1,492,496,491,-1,-1,-1,-1,-1,-1,-1,512,512,264,512
512,512,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,291,512
512,512,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,318,512
512,512,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,512
512,512,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,512
512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512
512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512
