-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,512,512,512,512,512,512,512,512,512,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,512,361,479,479,461,-1,94,39,512,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,512,361,-1,-1,-1,-1,-1,-1,512,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,512,361,-1,-1,-1,-1,-1,-1,512,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,512,416,-1,-1,-1,-1,-1,242,512,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,512,471,-1,-1,-1,-1,-1,269,512,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,512,388,-1,-1,-1,-1,-1,-1,512,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,512,156,-1,-1,-1,-1,-1,85,512,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,512,512,512,512,-1,512,512,512,512,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
