512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512
512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512
512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512
512,512,512,512,512,512,486,486,486,486,486,486,486,512,512,512,512,512,512
512,512,512,512,512,512,486,486,486,486,486,486,486,512,512,512,512,512,512
512,512,512,512,512,512,486,486,486,486,486,486,486,512,512,512,512,512,512
512,512,512,512,512,512,486,486,486,486,486,486,486,512,512,512,512,512,512
512,512,512,512,512,512,486,486,486,486,486,486,486,512,512,512,512,512,512
512,512,512,512,512,512,486,486,486,486,486,486,486,512,512,512,512,512,512
512,512,512,512,512,512,486,486,486,215,486,486,486,512,512,512,512,512,512
512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512
512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512
512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512
